PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
3.0,6.0,3.0,3.0,6.0,8.0,9.0,3.0,5.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,3.0,9.0,5.0,4.0,8.0,9.0,4.0,3.0,11.0,4.0,5.0,11.0,7.0,4.0,7.0,6.0,9.0,7.0,8.0,8.0,1.955
3.0,6.0,3.0,3.0,6.0,5.0,7.0,9.0,6.0,10.0,6.0,6.0,3.0,4.0,9.0,6.0,4.0,8.0,8.0,6.0,6.0,4.0,7.0,8.0,6.0,8.0,3.0,4.0,5.0,5.0,7.0,3.0,10.0,6.0,9.0,7.0,4.0,9.0,4.0,6.0,6.0,2.003
7.0,8.0,7.0,9.0,11.0,5.0,11.0,6.0,9.0,7.0,5.0,10.0,10.0,10.0,11.0,11.0,10.0,12.0,10.0,10.0,11.0,9.0,11.0,8.0,7.0,11.0,8.0,9.0,10.0,11.0,3.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,11.0,11.0,6.0,3.259
7.0,11.0,6.0,9.0,12.0,9.0,8.0,6.0,9.0,11.0,12.0,9.0,12.0,9.0,12.0,10.0,6.0,6.0,6.0,12.0,9.0,12.0,12.0,8.0,10.0,6.0,10.0,12.0,12.0,12.0,11.0,12.0,6.0,11.0,12.0,11.0,6.0,12.0,10.0,12.0,11.0,3.641
3.0,7.0,10.0,4.0,8.0,5.0,12.0,11.0,4.0,3.0,5.0,11.0,7.0,8.0,10.0,9.0,9.0,6.0,5.0,10.0,9.0,9.0,10.0,8.0,3.0,8.0,6.0,9.0,6.0,8.0,5.0,8.0,12.0,8.0,10.0,7.0,6.0,11.0,7.0,10.0,8.0,2.599
7.0,8.0,7.0,5.0,8.0,8.0,9.0,7.0,6.0,5.0,4.0,7.0,3.0,4.0,8.0,7.0,9.0,7.0,3.0,9.0,9.0,3.0,5.0,4.0,4.0,9.0,5.0,8.0,6.0,6.0,3.0,4.0,11.0,3.0,4.0,9.0,7.0,10.0,6.0,10.0,6.0,2.188
6.0,5.0,7.0,5.0,7.0,4.0,11.0,7.0,4.0,10.0,8.0,10.0,5.0,8.0,11.0,6.0,9.0,8.0,7.0,9.0,6.0,5.0,10.0,6.0,5.0,9.0,6.0,10.0,11.0,10.0,5.0,10.0,12.0,6.0,12.0,9.0,6.0,11.0,8.0,12.0,11.0,2.716
9.0,6.0,8.0,7.0,11.0,6.0,10.0,10.0,9.0,8.0,8.0,11.0,3.0,7.0,11.0,10.0,6.0,11.0,6.0,7.0,8.0,7.0,10.0,8.0,4.0,9.0,8.0,9.0,5.0,8.0,3.0,5.0,11.0,7.0,4.0,7.0,11.0,11.0,9.0,11.0,6.0,2.619
6.0,8.0,8.0,9.0,10.0,6.0,10.0,11.0,7.0,8.0,11.0,11.0,10.0,7.0,10.0,11.0,9.0,7.0,6.0,10.0,11.0,9.0,9.0,8.0,6.0,10.0,6.0,10.0,8.0,10.0,5.0,11.0,6.0,8.0,8.0,10.0,10.0,11.0,8.0,11.0,6.0,2.995
3.0,5.0,3.0,4.0,7.0,8.0,8.0,5.0,4.0,3.0,3.0,6.0,3.0,3.0,7.0,7.0,6.0,6.0,3.0,7.0,11.0,3.0,8.0,6.0,5.0,5.0,4.0,5.0,6.0,11.0,4.0,5.0,12.0,4.0,4.0,6.0,5.0,10.0,7.0,9.0,6.0,1.936
10.0,10.0,12.0,7.0,11.0,9.0,10.0,10.0,11.0,12.0,6.0,11.0,8.0,9.0,12.0,11.0,12.0,7.0,12.0,12.0,12.0,12.0,12.0,9.0,12.0,10.0,9.0,12.0,11.0,10.0,11.0,12.0,6.0,8.0,12.0,11.0,6.0,12.0,10.0,12.0,10.0,3.615
9.0,8.0,4.0,6.0,7.0,4.0,10.0,9.0,4.0,7.0,9.0,10.0,5.0,4.0,8.0,8.0,7.0,7.0,5.0,6.0,10.0,5.0,10.0,3.0,3.0,10.0,5.0,6.0,9.0,9.0,4.0,7.0,12.0,7.0,11.0,10.0,6.0,10.0,8.0,10.0,10.0,2.488
11.0,12.0,9.0,10.0,12.0,8.0,9.0,12.0,9.0,8.0,10.0,9.0,10.0,9.0,11.0,10.0,12.0,7.0,10.0,11.0,11.0,11.0,11.0,8.0,8.0,11.0,10.0,10.0,12.0,11.0,6.0,10.0,6.0,10.0,11.0,10.0,6.0,11.0,11.0,10.0,10.0,3.408
3.0,3.0,9.0,5.0,7.0,9.0,8.0,7.0,6.0,4.0,5.0,8.0,3.0,5.0,10.0,9.0,4.0,6.0,6.0,8.0,6.0,4.0,10.0,9.0,6.0,10.0,9.0,9.0,8.0,9.0,4.0,8.0,12.0,8.0,7.0,9.0,9.0,11.0,7.0,10.0,6.0,2.49
3.0,3.0,9.0,7.0,3.0,8.0,9.0,8.0,8.0,3.0,5.0,7.0,6.0,6.0,4.0,6.0,5.0,3.0,4.0,4.0,9.0,3.0,3.0,4.0,6.0,9.0,9.0,3.0,12.0,6.0,7.0,3.0,6.0,6.0,10.0,6.0,6.0,6.0,6.0,9.0,4.0,1.804
6.0,8.0,9.0,7.0,10.0,8.0,10.0,9.0,9.0,4.0,8.0,7.0,9.0,3.0,10.0,11.0,8.0,5.0,8.0,9.0,11.0,6.0,11.0,9.0,7.0,9.0,10.0,9.0,12.0,6.0,9.0,6.0,6.0,7.0,6.0,11.0,10.0,12.0,9.0,11.0,6.0,2.88
8.0,11.0,6.0,10.0,11.0,9.0,10.0,12.0,11.0,10.0,12.0,11.0,10.0,7.0,10.0,9.0,12.0,8.0,9.0,11.0,10.0,11.0,8.0,7.0,7.0,10.0,3.0,6.0,7.0,9.0,7.0,8.0,6.0,9.0,12.0,9.0,12.0,11.0,9.0,9.0,6.0,3.184
7.0,9.0,8.0,9.0,12.0,6.0,11.0,10.0,9.0,8.0,10.0,11.0,4.0,6.0,10.0,5.0,9.0,4.0,6.0,9.0,11.0,8.0,10.0,6.0,7.0,10.0,9.0,9.0,11.0,9.0,5.0,8.0,6.0,10.0,11.0,9.0,6.0,12.0,10.0,12.0,10.0,2.984
10.0,9.0,8.0,10.0,8.0,9.0,9.0,8.0,5.0,4.0,5.0,8.0,4.0,8.0,9.0,9.0,9.0,8.0,3.0,10.0,7.0,5.0,9.0,6.0,5.0,8.0,4.0,3.0,7.0,5.0,3.0,8.0,10.0,4.0,6.0,9.0,6.0,9.0,7.0,9.0,6.0,2.384
5.0,5.0,3.0,6.0,8.0,4.0,9.0,4.0,9.0,4.0,4.0,9.0,9.0,8.0,10.0,8.0,4.0,7.0,6.0,10.0,6.0,5.0,6.0,5.0,4.0,6.0,3.0,11.0,12.0,5.0,4.0,6.0,12.0,6.0,7.0,6.0,9.0,9.0,6.0,9.0,6.0,2.236
7.0,9.0,11.0,12.0,12.0,10.0,11.0,12.0,8.0,7.0,8.0,12.0,6.0,9.0,9.0,8.0,8.0,5.0,6.0,10.0,11.0,8.0,11.0,8.0,8.0,9.0,8.0,12.0,8.0,9.0,7.0,10.0,12.0,10.0,4.0,9.0,6.0,12.0,11.0,12.0,10.0,3.09
9.0,9.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,8.0,11.0,12.0,12.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,9.0,12.0,11.0,10.0,12.0,12.0,12.0,8.0,11.0,6.0,10.0,11.0,11.0,12.0,12.0,9.0,12.0,6.0,3.689
3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,6.0,3.0,8.0,10.0,3.0,3.0,5.0,9.0,9.0,5.0,6.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,11.0,12.0,3.0,11.0,9.0,8.0,12.0,4.0,7.0,3.0,5.0,9.0,4.0,10.0,6.0,2.084
9.0,6.0,10.0,10.0,12.0,10.0,11.0,10.0,10.0,8.0,10.0,12.0,9.0,9.0,12.0,12.0,8.0,9.0,10.0,11.0,11.0,9.0,11.0,9.0,9.0,10.0,10.0,12.0,9.0,11.0,7.0,12.0,12.0,8.0,11.0,9.0,6.0,12.0,9.0,12.0,10.0,3.396
10.0,11.0,6.0,10.0,11.0,12.0,10.0,11.0,12.0,10.0,12.0,11.0,11.0,9.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,10.0,12.0,6.0,12.0,9.0,7.0,6.0,6.0,12.0,10.0,11.0,6.0,11.0,12.0,11.0,6.0,12.0,9.0,12.0,10.0,3.651
12.0,11.0,12.0,10.0,10.0,10.0,11.0,10.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,11.0,9.0,11.0,12.0,10.0,12.0,12.0,9.0,9.0,11.0,9.0,6.0,11.0,6.0,9.0,12.0,6.0,11.0,12.0,12.0,6.0,11.0,10.0,12.0,11.0,3.714
3.0,4.0,8.0,7.0,4.0,3.0,8.0,3.0,6.0,4.0,5.0,8.0,3.0,12.0,5.0,5.0,4.0,5.0,3.0,6.0,6.0,3.0,3.0,4.0,6.0,9.0,3.0,7.0,12.0,6.0,7.0,3.0,12.0,4.0,4.0,6.0,6.0,6.0,3.0,8.0,6.0,1.713
9.0,12.0,12.0,9.0,10.0,12.0,10.0,8.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,8.0,12.0,6.0,12.0,11.0,12.0,12.0,11.0,7.0,10.0,10.0,6.0,10.0,11.0,12.0,11.0,8.0,6.0,8.0,7.0,8.0,9.0,10.0,9.0,11.0,6.0,3.387
7.0,10.0,11.0,10.0,6.0,12.0,10.0,12.0,9.0,8.0,12.0,10.0,9.0,10.0,11.0,10.0,12.0,10.0,10.0,6.0,11.0,9.0,12.0,8.0,10.0,11.0,11.0,12.0,12.0,9.0,8.0,12.0,6.0,9.0,11.0,6.0,11.0,11.0,11.0,12.0,6.0,3.492
9.0,9.0,11.0,11.0,10.0,11.0,10.0,6.0,8.0,9.0,10.0,12.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0,11.0,12.0,9.0,7.0,11.0,11.0,12.0,9.0,12.0,6.0,10.0,6.0,10.0,11.0,9.0,6.0,12.0,9.0,12.0,9.0,3.392
10.0,10.0,6.0,9.0,9.0,9.0,9.0,12.0,9.0,12.0,10.0,12.0,11.0,12.0,10.0,10.0,8.0,9.0,11.0,6.0,10.0,12.0,11.0,8.0,11.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,6.0,11.0,8.0,11.0,6.0,12.0,9.0,11.0,8.0,3.451
9.0,11.0,12.0,11.0,11.0,11.0,10.0,6.0,9.0,10.0,11.0,11.0,12.0,11.0,12.0,12.0,10.0,9.0,11.0,12.0,11.0,12.0,12.0,8.0,11.0,12.0,11.0,6.0,12.0,12.0,10.0,12.0,6.0,10.0,11.0,9.0,6.0,12.0,10.0,12.0,10.0,3.694
6.0,9.0,12.0,10.0,12.0,11.0,9.0,12.0,9.0,8.0,8.0,11.0,6.0,9.0,11.0,8.0,10.0,6.0,9.0,11.0,9.0,9.0,11.0,8.0,9.0,10.0,11.0,11.0,12.0,11.0,7.0,11.0,6.0,8.0,11.0,8.0,9.0,10.0,8.0,11.0,6.0,3.253
11.0,11.0,12.0,10.0,12.0,12.0,10.0,6.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,9.0,12.0,12.0,6.0,12.0,6.0,12.0,10.0,12.0,6.0,11.0,12.0,9.0,6.0,12.0,11.0,12.0,10.0,3.806
11.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,11.0,11.0,9.0,10.0,12.0,12.0,11.0,10.0,8.0,9.0,9.0,10.0,12.0,8.0,12.0,7.0,10.0,12.0,9.0,11.0,9.0,6.0,11.0,8.0,11.0,9.0,3.477
4.0,8.0,8.0,10.0,11.0,12.0,9.0,11.0,6.0,8.0,9.0,10.0,10.0,12.0,12.0,10.0,10.0,7.0,10.0,12.0,9.0,9.0,12.0,9.0,9.0,11.0,9.0,12.0,10.0,12.0,7.0,12.0,6.0,11.0,11.0,8.0,12.0,12.0,7.0,12.0,6.0,3.389
10.0,12.0,6.0,12.0,12.0,11.0,10.0,6.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,6.0,10.0,12.0,12.0,9.0,12.0,12.0,12.0,12.0,12.0,6.0,11.0,6.0,6.0,10.0,9.0,10.0,6.0,6.0,10.0,11.0,6.0,3.82
3.0,7.0,8.0,7.0,11.0,6.0,9.0,10.0,3.0,10.0,8.0,12.0,9.0,10.0,11.0,10.0,9.0,9.0,7.0,11.0,9.0,9.0,12.0,9.0,9.0,10.0,10.0,11.0,12.0,7.0,9.0,8.0,6.0,7.0,11.0,8.0,6.0,12.0,7.0,12.0,8.0,3.063
8.0,4.0,11.0,9.0,12.0,6.0,9.0,11.0,7.0,6.0,9.0,12.0,6.0,7.0,11.0,12.0,9.0,9.0,7.0,12.0,6.0,7.0,12.0,10.0,7.0,11.0,10.0,12.0,10.0,12.0,7.0,10.0,6.0,11.0,11.0,9.0,6.0,12.0,11.0,12.0,12.0,3.226
9.0,11.0,12.0,8.0,12.0,12.0,11.0,6.0,11.0,9.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,7.0,6.0,12.0,11.0,12.0,12.0,8.0,6.0,11.0,12.0,11.0,6.0,6.0,12.0,12.0,6.0,12.0,9.0,9.0,6.0,6.0,11.0,12.0,11.0,3.721
8.0,10.0,12.0,12.0,12.0,12.0,10.0,6.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,12.0,6.0,12.0,12.0,12.0,11.0,12.0,12.0,9.0,12.0,12.0,12.0,12.0,12.0,6.0,10.0,6.0,6.0,11.0,9.0,10.0,11.0,12.0,10.0,12.0,6.0,3.795
8.0,10.0,12.0,10.0,11.0,8.0,9.0,12.0,9.0,8.0,10.0,12.0,6.0,9.0,11.0,11.0,11.0,9.0,11.0,12.0,9.0,9.0,12.0,9.0,9.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,6.0,11.0,11.0,9.0,6.0,12.0,10.0,12.0,10.0,3.485
10.0,12.0,12.0,10.0,12.0,11.0,11.0,9.0,12.0,12.0,12.0,10.0,6.0,3.0,10.0,9.0,11.0,7.0,10.0,11.0,10.0,11.0,9.0,9.0,10.0,11.0,12.0,12.0,10.0,11.0,9.0,7.0,12.0,7.0,12.0,9.0,6.0,11.0,9.0,12.0,11.0,3.437
4.0,11.0,9.0,10.0,6.0,5.0,10.0,7.0,6.0,4.0,4.0,9.0,6.0,3.0,9.0,8.0,6.0,7.0,6.0,7.0,8.0,3.0,11.0,8.0,6.0,8.0,6.0,11.0,6.0,4.0,7.0,9.0,12.0,6.0,8.0,6.0,6.0,9.0,9.0,11.0,8.0,2.512
6.0,10.0,12.0,11.0,12.0,12.0,11.0,6.0,10.0,10.0,11.0,12.0,8.0,11.0,11.0,12.0,11.0,9.0,11.0,12.0,9.0,7.0,12.0,8.0,11.0,12.0,12.0,6.0,12.0,12.0,9.0,12.0,6.0,9.0,12.0,9.0,6.0,11.0,9.0,12.0,10.0,3.618
7.0,10.0,9.0,9.0,12.0,10.0,10.0,12.0,9.0,12.0,11.0,12.0,8.0,10.0,12.0,12.0,12.0,7.0,12.0,11.0,10.0,11.0,12.0,9.0,11.0,12.0,12.0,6.0,12.0,12.0,11.0,6.0,6.0,10.0,11.0,9.0,6.0,12.0,8.0,12.0,10.0,3.631
11.0,9.0,11.0,12.0,12.0,11.0,11.0,6.0,10.0,9.0,10.0,10.0,9.0,10.0,12.0,12.0,12.0,10.0,12.0,11.0,10.0,12.0,12.0,9.0,11.0,12.0,6.0,6.0,12.0,6.0,11.0,12.0,6.0,11.0,9.0,9.0,6.0,12.0,11.0,12.0,12.0,3.707
7.0,7.0,9.0,7.0,12.0,9.0,10.0,12.0,7.0,4.0,4.0,12.0,10.0,11.0,11.0,11.0,8.0,11.0,8.0,10.0,8.0,8.0,11.0,9.0,7.0,10.0,11.0,11.0,11.0,10.0,8.0,10.0,6.0,9.0,7.0,9.0,6.0,11.0,11.0,11.0,10.0,3.156
6.0,10.0,12.0,10.0,12.0,9.0,10.0,10.0,8.0,7.0,10.0,11.0,11.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,11.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,8.0,12.0,6.0,11.0,12.0,9.0,6.0,12.0,9.0,12.0,10.0,3.491
3.0,6.0,9.0,8.0,8.0,8.0,10.0,12.0,4.0,6.0,5.0,10.0,5.0,8.0,9.0,10.0,6.0,9.0,7.0,9.0,7.0,4.0,10.0,7.0,8.0,9.0,7.0,10.0,3.0,10.0,8.0,3.0,11.0,4.0,6.0,6.0,6.0,9.0,5.0,11.0,6.0,2.478
7.0,6.0,11.0,10.0,12.0,10.0,11.0,12.0,9.0,9.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,9.0,11.0,12.0,10.0,11.0,11.0,9.0,10.0,12.0,11.0,12.0,12.0,12.0,9.0,11.0,6.0,11.0,11.0,8.0,6.0,12.0,10.0,12.0,10.0,3.554
10.0,3.0,5.0,6.0,10.0,4.0,11.0,7.0,5.0,6.0,5.0,9.0,3.0,3.0,10.0,8.0,5.0,7.0,6.0,11.0,11.0,6.0,10.0,7.0,5.0,10.0,9.0,11.0,6.0,6.0,6.0,6.0,11.0,7.0,11.0,7.0,9.0,11.0,9.0,11.0,6.0,2.557
3.0,6.0,12.0,6.0,8.0,8.0,8.0,7.0,4.0,8.0,6.0,7.0,11.0,6.0,9.0,8.0,5.0,9.0,3.0,8.0,8.0,4.0,8.0,7.0,3.0,6.0,9.0,12.0,12.0,6.0,4.0,7.0,12.0,6.0,8.0,7.0,6.0,10.0,9.0,11.0,10.0,2.525
12.0,11.0,12.0,10.0,12.0,10.0,10.0,12.0,9.0,12.0,12.0,12.0,11.0,10.0,10.0,8.0,11.0,12.0,8.0,12.0,11.0,12.0,12.0,7.0,10.0,10.0,10.0,6.0,6.0,12.0,12.0,11.0,6.0,10.0,12.0,10.0,6.0,12.0,12.0,12.0,12.0,3.621
7.0,10.0,11.0,10.0,11.0,8.0,10.0,6.0,10.0,6.0,10.0,11.0,4.0,9.0,11.0,12.0,10.0,8.0,10.0,11.0,9.0,11.0,11.0,8.0,9.0,11.0,11.0,12.0,9.0,12.0,11.0,12.0,6.0,10.0,11.0,9.0,6.0,12.0,11.0,12.0,10.0,3.442
9.0,11.0,3.0,5.0,8.0,9.0,11.0,6.0,9.0,5.0,9.0,10.0,10.0,12.0,8.0,9.0,4.0,6.0,5.0,6.0,10.0,3.0,10.0,8.0,4.0,9.0,9.0,12.0,6.0,8.0,8.0,8.0,12.0,8.0,10.0,7.0,6.0,12.0,10.0,12.0,11.0,2.8
3.0,6.0,3.0,3.0,9.0,8.0,10.0,4.0,3.0,3.0,4.0,9.0,5.0,11.0,5.0,9.0,8.0,3.0,6.0,5.0,6.0,6.0,3.0,9.0,6.0,9.0,5.0,9.0,12.0,6.0,7.0,3.0,7.0,5.0,4.0,6.0,7.0,6.0,4.0,10.0,6.0,1.826
9.0,10.0,3.0,5.0,11.0,7.0,10.0,5.0,7.0,7.0,6.0,11.0,5.0,3.0,10.0,10.0,4.0,11.0,6.0,7.0,10.0,10.0,10.0,9.0,8.0,10.0,9.0,6.0,3.0,11.0,6.0,6.0,6.0,6.0,12.0,8.0,6.0,12.0,12.0,12.0,10.0,2.851
9.0,5.0,9.0,10.0,12.0,7.0,11.0,11.0,8.0,5.0,7.0,11.0,7.0,9.0,11.0,10.0,6.0,8.0,6.0,8.0,11.0,4.0,11.0,8.0,6.0,11.0,10.0,11.0,7.0,9.0,5.0,8.0,12.0,8.0,9.0,6.0,10.0,12.0,10.0,11.0,6.0,2.931
5.0,6.0,6.0,8.0,8.0,6.0,10.0,8.0,6.0,7.0,9.0,10.0,3.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,12.0,8.0,6.0,9.0,9.0,12.0,8.0,11.0,7.0,9.0,12.0,7.0,11.0,9.0,6.0,11.0,9.0,11.0,9.0,2.793
3.0,7.0,6.0,5.0,8.0,5.0,7.0,9.0,5.0,12.0,8.0,8.0,8.0,6.0,9.0,9.0,4.0,9.0,6.0,9.0,5.0,6.0,5.0,6.0,5.0,10.0,7.0,12.0,6.0,9.0,8.0,8.0,12.0,7.0,12.0,6.0,6.0,10.0,8.0,11.0,10.0,2.611
3.0,3.0,5.0,9.0,3.0,5.0,9.0,3.0,6.0,3.0,3.0,5.0,3.0,9.0,5.0,4.0,3.0,5.0,5.0,6.0,7.0,4.0,3.0,5.0,3.0,7.0,9.0,4.0,10.0,5.0,4.0,5.0,6.0,6.0,10.0,6.0,6.0,6.0,8.0,9.0,6.0,1.658
3.0,7.0,5.0,3.0,8.0,9.0,11.0,6.0,10.0,5.0,7.0,11.0,5.0,11.0,9.0,11.0,8.0,6.0,8.0,7.0,10.0,3.0,10.0,7.0,6.0,9.0,8.0,11.0,3.0,10.0,3.0,6.0,12.0,5.0,9.0,4.0,5.0,12.0,7.0,11.0,6.0,2.559
10.0,9.0,12.0,8.0,10.0,10.0,10.0,6.0,9.0,8.0,9.0,11.0,9.0,10.0,11.0,10.0,9.0,8.0,9.0,8.0,10.0,9.0,11.0,7.0,8.0,11.0,9.0,12.0,9.0,11.0,8.0,10.0,6.0,9.0,9.0,8.0,9.0,12.0,10.0,11.0,6.0,3.245
6.0,6.0,9.0,8.0,10.0,8.0,8.0,10.0,6.0,5.0,10.0,10.0,4.0,5.0,10.0,11.0,8.0,11.0,4.0,8.0,6.0,6.0,9.0,7.0,5.0,9.0,7.0,12.0,6.0,8.0,6.0,7.0,6.0,6.0,11.0,8.0,6.0,12.0,9.0,11.0,11.0,2.75
7.0,4.0,9.0,7.0,11.0,8.0,10.0,9.0,6.0,4.0,9.0,12.0,3.0,5.0,11.0,10.0,7.0,9.0,10.0,10.0,10.0,7.0,9.0,11.0,6.0,11.0,12.0,12.0,9.0,9.0,9.0,10.0,6.0,10.0,7.0,9.0,6.0,12.0,10.0,12.0,12.0,3.037
9.0,11.0,12.0,6.0,12.0,11.0,9.0,12.0,9.0,9.0,11.0,7.0,11.0,9.0,10.0,11.0,8.0,9.0,12.0,12.0,8.0,9.0,10.0,9.0,9.0,12.0,11.0,12.0,9.0,11.0,11.0,12.0,6.0,9.0,9.0,10.0,6.0,11.0,7.0,11.0,10.0,3.395
3.0,8.0,9.0,10.0,10.0,9.0,9.0,10.0,4.0,6.0,7.0,11.0,5.0,5.0,11.0,10.0,6.0,9.0,5.0,10.0,8.0,5.0,10.0,11.0,8.0,10.0,6.0,9.0,11.0,9.0,3.0,5.0,6.0,8.0,9.0,10.0,8.0,12.0,8.0,11.0,6.0,2.793
8.0,7.0,10.0,12.0,9.0,6.0,10.0,9.0,8.0,5.0,9.0,11.0,5.0,5.0,10.0,10.0,9.0,10.0,7.0,11.0,11.0,8.0,12.0,11.0,6.0,11.0,10.0,12.0,11.0,10.0,5.0,10.0,6.0,9.0,11.0,8.0,6.0,12.0,11.0,12.0,9.0,3.136
6.0,10.0,8.0,9.0,10.0,7.0,10.0,6.0,6.0,3.0,5.0,11.0,3.0,6.0,11.0,11.0,11.0,7.0,9.0,11.0,10.0,9.0,11.0,10.0,5.0,9.0,9.0,11.0,10.0,10.0,7.0,11.0,12.0,11.0,9.0,9.0,6.0,12.0,10.0,11.0,10.0,3.094
8.0,8.0,9.0,9.0,12.0,4.0,11.0,10.0,7.0,6.0,9.0,12.0,8.0,5.0,10.0,12.0,10.0,12.0,6.0,12.0,11.0,7.0,10.0,11.0,5.0,12.0,11.0,10.0,6.0,10.0,6.0,11.0,6.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,6.0,3.155
5.0,7.0,8.0,5.0,5.0,5.0,9.0,4.0,4.0,3.0,4.0,10.0,4.0,3.0,8.0,6.0,6.0,6.0,4.0,6.0,9.0,3.0,6.0,9.0,6.0,5.0,12.0,12.0,6.0,5.0,8.0,3.0,12.0,3.0,11.0,4.0,6.0,10.0,7.0,10.0,8.0,2.128
5.0,9.0,12.0,11.0,11.0,8.0,10.0,12.0,5.0,6.0,9.0,12.0,7.0,8.0,12.0,10.0,8.0,8.0,7.0,12.0,11.0,7.0,11.0,10.0,5.0,11.0,11.0,12.0,11.0,9.0,6.0,11.0,6.0,9.0,11.0,9.0,6.0,11.0,9.0,12.0,9.0,3.205
3.0,5.0,9.0,9.0,9.0,8.0,8.0,11.0,7.0,6.0,9.0,9.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,8.0,7.0,4.0,6.0,9.0,6.0,8.0,10.0,12.0,5.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,10.0,8.0,10.0,8.0,2.574
3.0,8.0,3.0,7.0,9.0,9.0,9.0,10.0,10.0,7.0,8.0,9.0,4.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,6.0,6.0,7.0,9.0,5.0,7.0,9.0,11.0,3.0,6.0,3.0,6.0,6.0,4.0,4.0,7.0,6.0,11.0,6.0,9.0,9.0,2.451
3.0,3.0,8.0,3.0,8.0,5.0,9.0,9.0,9.0,3.0,5.0,7.0,7.0,12.0,9.0,6.0,5.0,4.0,5.0,9.0,7.0,5.0,9.0,9.0,5.0,5.0,8.0,12.0,6.0,5.0,5.0,6.0,10.0,5.0,4.0,7.0,8.0,11.0,8.0,11.0,6.0,2.321
8.0,4.0,4.0,3.0,12.0,7.0,11.0,10.0,6.0,4.0,6.0,10.0,6.0,3.0,8.0,10.0,6.0,9.0,4.0,10.0,9.0,5.0,9.0,10.0,4.0,6.0,7.0,8.0,10.0,6.0,3.0,5.0,12.0,6.0,6.0,6.0,6.0,9.0,7.0,11.0,9.0,2.378
3.0,3.0,9.0,4.0,5.0,9.0,9.0,4.0,4.0,3.0,5.0,10.0,9.0,7.0,7.0,9.0,4.0,7.0,6.0,9.0,8.0,3.0,10.0,8.0,4.0,6.0,9.0,12.0,3.0,8.0,3.0,6.0,12.0,6.0,6.0,6.0,10.0,11.0,10.0,12.0,6.0,2.328
3.0,5.0,3.0,5.0,6.0,6.0,10.0,9.0,5.0,4.0,5.0,10.0,7.0,6.0,9.0,10.0,8.0,9.0,6.0,9.0,10.0,6.0,9.0,5.0,5.0,8.0,9.0,12.0,5.0,9.0,6.0,9.0,6.0,4.0,9.0,6.0,8.0,11.0,9.0,12.0,6.0,2.548
4.0,6.0,8.0,7.0,8.0,8.0,9.0,12.0,10.0,6.0,10.0,8.0,9.0,8.0,9.0,7.0,7.0,9.0,6.0,12.0,6.0,6.0,11.0,5.0,7.0,6.0,9.0,12.0,9.0,6.0,3.0,7.0,6.0,6.0,4.0,9.0,9.0,11.0,7.0,11.0,6.0,2.636
8.0,8.0,10.0,9.0,10.0,10.0,10.0,12.0,8.0,10.0,9.0,11.0,10.0,9.0,10.0,9.0,8.0,11.0,10.0,12.0,9.0,5.0,10.0,9.0,8.0,10.0,9.0,6.0,10.0,11.0,8.0,7.0,6.0,8.0,11.0,9.0,6.0,12.0,9.0,11.0,10.0,3.229
3.0,3.0,9.0,9.0,9.0,6.0,9.0,10.0,3.0,5.0,6.0,11.0,4.0,8.0,8.0,10.0,7.0,11.0,6.0,10.0,9.0,7.0,10.0,10.0,5.0,9.0,8.0,12.0,5.0,9.0,5.0,10.0,12.0,9.0,10.0,9.0,6.0,11.0,9.0,12.0,10.0,2.779
